model_label,model_name,model_n_layers,model_d_model,model_n_heads,model_n_params,pair_id,variant,actual_person,subject,prefix_text,target_form,layer,correct_candidate_form,correct_candidate_type,correct_candidate_tokens,correct_candidate_token_ids,correct_score_sum,best_wrong_score_sum,person_margin_sum,correct_form_rank_sum,best_wrong_person_sum,best_wrong_form_sum,selected_person_sum,selected_form_sum,selected_is_correct_sum,correct_score_mean,best_wrong_score_mean,person_margin_mean,correct_form_rank_mean,best_wrong_person_mean,best_wrong_form_mean,selected_person_mean,selected_form_mean,selected_is_correct_mean,condition,condition_label,cue_type
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1p,ambiguous_prodrop,1p,,Her gün okula ,gidiyoruz,10,gidiyoruz,A_merged,gidiyoruz,19015,-5.08984375,-3.373046875,-1.716796875,3,3s,gidiyor,3s,gidiyor,False,-5.08984375,-2.6435546875,-2.4462890625,5,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1p,ambiguous_prodrop,1p,,Her gün okula ,gidiyoruz,11,gidiyoruz,A_merged,gidiyoruz,19015,-3.904296875,-2.935546875,-0.96875,3,1s,gidiyorum,1s,gidiyorum,False,-3.904296875,-2.5068359375,-1.3974609375,5,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,0,gidiyorum,A_merged,gidiyorum,23301,-643.0,-641.0,-2.0,2,3s,gidiyor,3s,gidiyor,False,-643.0,-365.03125,-277.96875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,1,gidiyorum,A_merged,gidiyorum,23301,-487.75,-484.5,-3.25,4,3s,gidiyor,3s,gidiyor,False,-487.75,-242.658203125,-245.091796875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,2,gidiyorum,A_merged,gidiyorum,23301,-177.75,-174.75,-3.0,4,3s,gidiyor,3s,gidiyor,False,-177.75,-87.92431640625,-89.82568359375,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,3,gidiyorum,A_merged,gidiyorum,23301,-210.625,-208.625,-2.0,3,3s,gidiyor,3s,gidiyor,False,-210.625,-105.1279296875,-105.4970703125,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,4,gidiyorum,A_merged,gidiyorum,23301,-174.25,-171.875,-2.375,3,3s,gidiyor,3s,gidiyor,False,-174.25,-86.751953125,-87.498046875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,5,gidiyorum,A_merged,gidiyorum,23301,-8.25,-5.3671875,-2.8828125,2,3s,gidiyor,3s,gidiyor,False,-8.25,-4.1796875,-4.0703125,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,6,gidiyorum,A_merged,gidiyorum,23301,-7.4609375,-5.72265625,-1.73828125,2,3s,gidiyor,3s,gidiyor,False,-7.4609375,-3.9599609375,-3.5009765625,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,7,gidiyorum,A_merged,gidiyorum,23301,-7.01953125,-5.71484375,-1.3046875,3,3s,gidiyor,3s,gidiyor,False,-7.01953125,-3.306884765625,-3.712646484375,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,8,gidiyorum,A_merged,gidiyorum,23301,-6.0390625,-4.83203125,-1.20703125,3,3s,gidiyor,3s,gidiyor,False,-6.0390625,-2.97607421875,-3.06298828125,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,9,gidiyorum,A_merged,gidiyorum,23301,-3.998046875,-3.275390625,-0.72265625,2,3s,gidiyor,3s,gidiyor,False,-3.998046875,-2.11572265625,-1.88232421875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,10,gidiyorum,A_merged,gidiyorum,23301,-3.591796875,-3.373046875,-0.21875,2,3s,gidiyor,3s,gidiyor,False,-3.591796875,-2.6435546875,-0.9482421875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_1s,ambiguous_prodrop,1s,,Her gün okula ,gidiyorum,11,gidiyorum,A_merged,gidiyorum,23301,-2.935546875,-3.013671875,0.078125,1,3s,gidiyor,1s,gidiyorum,True,-2.935546875,-2.5068359375,-0.4287109375,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,0,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-730.0625,-641.0,-89.0625,5,3s,gidiyor,3s,gidiyor,False,-365.03125,-365.46875,0.4375,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,1,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-485.31640625,-484.5,-0.81640625,2,3s,gidiyor,3s,gidiyor,False,-242.658203125,-243.271484375,0.61328125,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,2,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-175.8486328125,-174.75,-1.0986328125,2,3s,gidiyor,3s,gidiyor,False,-87.92431640625,-88.24462890625,0.3203125,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,3,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-210.255859375,-208.625,-1.630859375,2,3s,gidiyor,3s,gidiyor,False,-105.1279296875,-105.3427734375,0.21484375,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,4,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-173.50390625,-171.875,-1.62890625,2,3s,gidiyor,3s,gidiyor,False,-86.751953125,-87.189453125,0.4375,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,5,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-8.359375,-5.3671875,-2.9921875,3,3s,gidiyor,3s,gidiyor,False,-4.1796875,-4.51953125,0.33984375,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,6,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-7.919921875,-5.72265625,-2.197265625,3,3s,gidiyor,3s,gidiyor,False,-3.9599609375,-4.8271484375,0.8671875,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,7,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-6.61376953125,-5.71484375,-0.89892578125,2,3s,gidiyor,3s,gidiyor,False,-3.306884765625,-4.494140625,1.187255859375,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,8,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-5.9521484375,-4.83203125,-1.1201171875,2,3s,gidiyor,3s,gidiyor,False,-2.97607421875,-3.734375,0.75830078125,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,9,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-4.2314453125,-3.275390625,-0.9560546875,3,3s,gidiyor,3s,gidiyor,False,-2.11572265625,-2.955078125,0.83935546875,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,10,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-5.287109375,-3.373046875,-1.9140625,4,3s,gidiyor,3s,gidiyor,False,-2.6435546875,-2.9365234375,0.29296875,1,2s,gidiyorsun,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2p,ambiguous_prodrop,2p,,Her gün okula ,gidiyorsunuz,11,gidiyorsunuz,B_suffix_split,gidiyor | sunuz,6215 | 1711,-5.013671875,-2.935546875,-2.078125,5,1s,gidiyorum,1s,gidiyorum,False,-2.5068359375,-2.935546875,0.4287109375,1,1s,gidiyorum,2p,gidiyorsunuz,True,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,0,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-730.9375,-641.0,-89.9375,6,3s,gidiyor,3s,gidiyor,False,-365.46875,-365.03125,-0.4375,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,1,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-486.54296875,-484.5,-2.04296875,3,3s,gidiyor,3s,gidiyor,False,-243.271484375,-242.658203125,-0.61328125,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,2,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-176.4892578125,-174.75,-1.7392578125,3,3s,gidiyor,3s,gidiyor,False,-88.24462890625,-87.92431640625,-0.3203125,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,3,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-210.685546875,-208.625,-2.060546875,4,3s,gidiyor,3s,gidiyor,False,-105.3427734375,-105.1279296875,-0.21484375,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,4,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-174.37890625,-171.875,-2.50390625,4,3s,gidiyor,3s,gidiyor,False,-87.189453125,-86.751953125,-0.4375,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,5,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-9.0390625,-5.3671875,-3.671875,5,3s,gidiyor,3s,gidiyor,False,-4.51953125,-4.1796875,-0.33984375,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,6,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-9.654296875,-5.72265625,-3.931640625,6,3s,gidiyor,3s,gidiyor,False,-4.8271484375,-3.9599609375,-0.8671875,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,7,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-8.98828125,-5.71484375,-3.2734375,5,3s,gidiyor,3s,gidiyor,False,-4.494140625,-3.306884765625,-1.187255859375,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,8,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-7.46875,-4.83203125,-2.63671875,4,3s,gidiyor,3s,gidiyor,False,-3.734375,-2.97607421875,-0.75830078125,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,9,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-5.91015625,-3.275390625,-2.634765625,4,3s,gidiyor,3s,gidiyor,False,-2.955078125,-2.11572265625,-0.83935546875,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,10,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-5.873046875,-3.373046875,-2.5,6,3s,gidiyor,3s,gidiyor,False,-2.9365234375,-2.6435546875,-0.29296875,2,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_2s,ambiguous_prodrop,2s,,Her gün okula ,gidiyorsun,11,gidiyorsun,B_suffix_split,gidiyor | sun,6215 | 833,-6.103515625,-2.935546875,-3.16796875,6,1s,gidiyorum,1s,gidiyorum,False,-3.0517578125,-2.5068359375,-0.544921875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,0,gidiyorlar,A_merged,gidiyorlar,41311,-643.0,-641.0,-2.0,2,3s,gidiyor,3s,gidiyor,False,-643.0,-365.03125,-277.96875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,1,gidiyorlar,A_merged,gidiyorlar,41311,-487.75,-484.5,-3.25,4,3s,gidiyor,3s,gidiyor,False,-487.75,-242.658203125,-245.091796875,4,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,2,gidiyorlar,A_merged,gidiyorlar,41311,-179.0,-174.75,-4.25,6,3s,gidiyor,3s,gidiyor,False,-179.0,-87.92431640625,-91.07568359375,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,3,gidiyorlar,A_merged,gidiyorlar,41311,-212.875,-208.625,-4.25,6,3s,gidiyor,3s,gidiyor,False,-212.875,-105.1279296875,-107.7470703125,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,4,gidiyorlar,A_merged,gidiyorlar,41311,-175.625,-171.875,-3.75,6,3s,gidiyor,3s,gidiyor,False,-175.625,-86.751953125,-88.873046875,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,5,gidiyorlar,A_merged,gidiyorlar,41311,-9.3984375,-5.3671875,-4.03125,6,3s,gidiyor,3s,gidiyor,False,-9.3984375,-4.1796875,-5.21875,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,6,gidiyorlar,A_merged,gidiyorlar,41311,-9.15625,-5.72265625,-3.43359375,5,3s,gidiyor,3s,gidiyor,False,-9.15625,-3.9599609375,-5.1962890625,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
turkish-gpt2,ytu-ce-cosmos/turkish-gpt2,12,768,12,124439808,phase1_ambiguous_prodrop_3p,ambiguous_prodrop,3p,,Her gün okula ,gidiyorlar,7,gidiyorlar,A_merged,gidiyorlar,41311,-9.1796875,-5.71484375,-3.46484375,6,3s,gidiyor,3s,gidiyor,False,-9.1796875,-3.306884765625,-5.872802734375,6,2p,gidiyorsunuz,2p,gidiyorsunuz,False,ambiguous_prodrop,Ambiguous pro-drop,none
