pair_id,condition,condition_label,cue_type,variant,actual_person,candidate_person,is_correct,subject,prefix_text,full_text,target_form,candidate_form,candidate_text,candidate_type,candidate_n_tokens,candidate_tokens,candidate_token_ids,verb_start,verb_end,candidate_token_positions,candidate_read_positions,sentence_tokens,sentence_token_ids,notes,layer,sequence_log_prob_sum,sequence_log_prob_mean,sequence_logit_sum,sequence_logit_mean,token_log_probs,token_logits,token_vocab_ranks,first_token_id,first_token,first_token_vocab_rank,candidate_rank_sum,candidate_rank_mean,condition_case,condition_label_case,cue_type_case
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1s,True,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorum,Her gün okula gidiyorum,A_merged,1,gidiyorum,23301,3,3,3,2,Her |  gün |  okula |  gidiyorum,3024 | 543 | 9735 | 23301,No overt person cue before the target verb.,10,-3.5905520915985107,-3.5905520915985107,6.999368190765381,6.999368190765381,-3.590552,6.999368,8,23301,gidiyorum,8,2,4,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1s,True,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorum,Her gün okula gidiyorum,A_merged,1,gidiyorum,23301,3,3,3,2,Her |  gün |  okula |  gidiyorum,3024 | 543 | 9735 | 23301,No overt person cue before the target verb.,11,-2.9341702461242676,-2.9341702461242676,9.276504516601562,9.276504516601562,-2.934170,9.276505,5,23301,gidiyorum,5,1,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,0,-730.6678695678711,-365.33393478393555,16.340425491333008,8.170212745666504,-640.940308 | -89.727562,6.098827 | 10.241598,61 | 4,6215,gidiyor,61,6,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,1,-486.4768624305725,-243.23843121528625,16.90288734436035,8.451443672180176,-484.431091 | -2.045771,5.581106 | 11.321781,64 | 2,6215,gidiyor,64,3,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,2,-176.5033336877823,-88.25166684389114,15.043736457824707,7.5218682289123535,-174.765900 | -1.737434,4.321323 | 10.722413,137 | 2,6215,gidiyor,137,3,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,3,-210.47583723068237,-105.23791861534119,14.112201690673828,7.056100845336914,-208.413925 | -2.061912,4.558183 | 9.554019,74 | 3,6215,gidiyor,74,4,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,4,-174.42835903167725,-87.21417951583862,14.025511264801025,7.012755632400513,-171.922562 | -2.505797,4.794657 | 9.230854,59 | 6,6215,gidiyor,59,4,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,5,-9.044203281402588,-4.522101640701294,13.083887100219727,6.541943550109863,-5.374413 | -3.669790,5.209463 | 7.874424,40 | 8,6215,gidiyor,40,5,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,6,-9.655099868774414,-4.827549934387207,13.104658126831055,6.552329063415527,-5.721663 | -3.933437,5.067089 | 8.037569,44 | 12,6215,gidiyor,44,6,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,7,-8.992340803146362,-4.496170401573181,15.64755916595459,7.823779582977295,-5.715874 | -3.276467,5.337421 | 10.310138,44 | 8,6215,gidiyor,44,5,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,8,-7.467468738555908,-3.733734369277954,17.400626182556152,8.700313091278076,-4.832284 | -2.635184,6.251244 | 11.149383,18 | 4,6215,gidiyor,18,4,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,9,-5.918436765670776,-2.959218382835388,18.657960891723633,9.328980445861816,-3.274972 | -2.643464,8.382123 | 10.275838,6 | 4,6215,gidiyor,6,4,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,10,-5.876970529556274,-2.938485264778137,15.033017635345459,7.5165088176727295,-3.373324 | -2.503647,7.216596 | 7.816422,7 | 3,6215,gidiyor,7,6,2,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,2s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyorsun,Her gün okula gidiyorsun,B_suffix_split,2,gidiyor | sun,6215 | 833,3,4,3 | 4,2 | 3,Her |  gün |  okula |  gidiyor | sun,3024 | 543 | 9735 | 6215 | 833,No overt person cue before the target verb.,11,-6.104401588439941,-3.0522007942199707,16.80276918411255,8.401384592056274,-3.014892 | -3.089510,9.195781 | 7.606988,6 | 6,6215,gidiyor,6,6,4,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,0,-640.9400634765625,-640.9400634765625,6.0988264083862305,6.0988264083862305,-640.940063,6.098826,61,6215,gidiyor,61,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,1,-484.4312744140625,-484.4312744140625,5.581106662750244,5.581106662750244,-484.431274,5.581107,64,6215,gidiyor,64,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,2,-174.76602172851562,-174.76602172851562,4.321321964263916,4.321321964263916,-174.766022,4.321322,137,6215,gidiyor,137,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,3,-208.4141387939453,-208.4141387939453,4.5581817626953125,4.5581817626953125,-208.414139,4.558182,74,6215,gidiyor,74,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,4,-171.9226531982422,-171.9226531982422,4.794657230377197,4.794657230377197,-171.922653,4.794657,59,6215,gidiyor,59,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,5,-5.374414443969727,-5.374414443969727,5.2094621658325195,5.2094621658325195,-5.374414,5.209462,40,6215,gidiyor,40,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,6,-5.721663475036621,-5.721663475036621,5.0670881271362305,5.0670881271362305,-5.721663,5.067088,44,6215,gidiyor,44,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,7,-5.715874195098877,-5.715874195098877,5.337421417236328,5.337421417236328,-5.715874,5.337421,44,6215,gidiyor,44,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,8,-4.832283973693848,-4.832283973693848,6.251245021820068,6.251245021820068,-4.832284,6.251245,18,6215,gidiyor,18,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,9,-3.2749743461608887,-3.2749743461608887,8.382122039794922,8.382122039794922,-3.274974,8.382122,6,6215,gidiyor,6,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,10,-3.3733222484588623,-3.3733222484588623,7.216598033905029,7.216598033905029,-3.373322,7.216598,7,6215,gidiyor,7,1,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,3s,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyor,Her gün okula gidiyor,A_merged,1,gidiyor,6215,3,3,3,2,Her |  gün |  okula |  gidiyor,3024 | 543 | 9735 | 6215,No overt person cue before the target verb.,11,-3.014890193939209,-3.014890193939209,9.195784568786621,9.195784568786621,-3.014890,9.195785,6,6215,gidiyor,6,2,3,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,0,-644.5890502929688,-644.5890502929688,2.4498510360717773,2.4498510360717773,-644.589050,2.449851,937,19015,gidiyoruz,937,4,6,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,1,-489.1380310058594,-489.1380310058594,0.8743447065353394,0.8743447065353394,-489.138031,0.874345,1868,19015,gidiyoruz,1868,6,6,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,2,-178.80337524414062,-178.80337524414062,0.28397029638290405,0.28397029638290405,-178.803375,0.283970,1656,19015,gidiyoruz,1656,5,5,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,3,-212.36639404296875,-212.36639404296875,0.605930745601654,0.605930745601654,-212.366394,0.605931,1076,19015,gidiyoruz,1076,5,5,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,4,-175.42662048339844,-175.42662048339844,1.2907013893127441,1.2907013893127441,-175.426620,1.290701,743,19015,gidiyoruz,743,5,5,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,5,-8.88802719116211,-8.88802719116211,1.6958489418029785,1.6958489418029785,-8.888027,1.695849,441,19015,gidiyoruz,441,4,5,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,6,-9.044973373413086,-9.044973373413086,1.7437787055969238,1.7437787055969238,-9.044973,1.743779,469,19015,gidiyoruz,469,4,5,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,7,-8.412353515625,-8.412353515625,2.6409425735473633,2.6409425735473633,-8.412354,2.640943,295,19015,gidiyoruz,295,4,5,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,8,-8.286458015441895,-8.286458015441895,2.7970707416534424,2.7970707416534424,-8.286458,2.797071,232,19015,gidiyoruz,232,5,5,ambiguous_prodrop,Ambiguous pro-drop,none
phase1_ambiguous_prodrop_1s,ambiguous_prodrop,Ambiguous pro-drop,none,ambiguous_prodrop,1s,1p,False,,Her gün okula ,Her gün okula gidiyorum.,gidiyorum,gidiyoruz,Her gün okula gidiyoruz,A_merged,1,gidiyoruz,19015,3,3,3,2,Her |  gün |  okula |  gidiyoruz,3024 | 543 | 9735 | 19015,No overt person cue before the target verb.,9,-6.25911283493042,-6.25911283493042,5.397983551025391,5.397983551025391,-6.259113,5.397984,51,19015,gidiyoruz,51,5,5,ambiguous_prodrop,Ambiguous pro-drop,none
