pair_id,condition,condition_label,cue_type,variant,actual_person,candidate_person,is_correct,subject,prefix_text,full_text,target_form,candidate_form,candidate_text,candidate_type,candidate_n_tokens,candidate_tokens,candidate_token_ids,verb_start,verb_end,candidate_token_positions,candidate_read_positions,sentence_tokens,sentence_token_ids,notes,layer,sequence_log_prob_sum,sequence_log_prob_mean,sequence_logit_sum,sequence_logit_mean,token_log_probs,token_logits,token_vocab_ranks,first_token_id,first_token,first_token_vocab_rank,candidate_rank_sum,candidate_rank_mean,condition_case,condition_label_case,cue_type_case
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,1s,True,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorum,Çok acıktım. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.,0,-15.61229419708252,-15.61229419708252,1.6177358627319336,1.6177358627319336,-15.612294,1.617736,1418,12367,yapıyorum,1418,3,3,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,1s,True,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorum,Çok acıktım. Bu yüzden kahvaltı yapıyorum,A_merged,1,yapıyorum,12367,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorum,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 12367,All six target forms are expected to be single-token forms.,11,-5.770602226257324,-5.770602226257324,4.101079940795898,4.101079940795898,-5.770602,4.101080,53,12367,yapıyorum,53,1,1,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,0,-20.28514289855957,-20.28514289855957,-3.055112838745117,-3.055112838745117,-20.285143,-3.055113,13879,32308,yapıyorsun,13879,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,1,-15.569836616516113,-15.569836616516113,-2.09747314453125,-2.09747314453125,-15.569837,-2.097473,6300,32308,yapıyorsun,6300,5,5,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,2,-15.190399169921875,-15.190399169921875,-3.5554730892181396,-3.5554730892181396,-15.190399,-3.555473,7691,32308,yapıyorsun,7691,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,3,-16.18857192993164,-16.18857192993164,-5.233249664306641,-5.233249664306641,-16.188572,-5.233250,11440,32308,yapıyorsun,11440,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,4,-15.488059997558594,-15.488059997558594,-4.891938209533691,-4.891938209533691,-15.488060,-4.891938,9829,32308,yapıyorsun,9829,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,5,-14.82481861114502,-14.82481861114502,-4.00397253036499,-4.00397253036499,-14.824819,-4.003973,6278,32308,yapıyorsun,6278,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,6,-13.827936172485352,-13.827936172485352,-3.054224967956543,-3.054224967956543,-13.827936,-3.054225,4103,32308,yapıyorsun,4103,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,7,-13.347103118896484,-13.347103118896484,-2.505751371383667,-2.505751371383667,-13.347103,-2.505751,3194,32308,yapıyorsun,3194,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,8,-12.434439659118652,-12.434439659118652,-1.5744390487670898,-1.5744390487670898,-12.434440,-1.574439,2356,32308,yapıyorsun,2356,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,9,-12.541403770446777,-12.541403770446777,-2.092942714691162,-2.092942714691162,-12.541404,-2.092943,3173,32308,yapıyorsun,3173,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,10,-12.837997436523438,-12.837997436523438,-2.9691731929779053,-2.9691731929779053,-12.837997,-2.969173,4754,32308,yapıyorsun,4754,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,2s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyorsun,Çok acıktım. Bu yüzden kahvaltı yapıyorsun,A_merged,1,yapıyorsun,32308,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyorsun,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 32308,All six target forms are expected to be single-token forms.,11,-12.01960277557373,-12.01960277557373,-2.147921085357666,-2.147921085357666,-12.019603,-2.147921,4378,32308,yapıyorsun,4378,6,6,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,0,-14.045265197753906,-14.045265197753906,3.1847643852233887,3.1847643852233887,-14.045265,3.184764,505,3428,yapıyor,505,2,2,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,1,-9.137275695800781,-9.137275695800781,4.33508825302124,4.33508825302124,-9.137276,4.335088,137,3428,yapıyor,137,1,1,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,2,-7.70488166809082,-7.70488166809082,3.930044412612915,3.930044412612915,-7.704882,3.930044,99,3428,yapıyor,99,1,1,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,3,-7.926433086395264,-7.926433086395264,3.0288901329040527,3.0288901329040527,-7.926433,3.028890,126,3428,yapıyor,126,1,1,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,4,-7.716404914855957,-7.716404914855957,2.8797168731689453,2.8797168731689453,-7.716405,2.879717,135,3428,yapıyor,135,2,2,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,5,-7.570921421051025,-7.570921421051025,3.249924421310425,3.249924421310425,-7.570921,3.249924,109,3428,yapıyor,109,2,2,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,6,-6.840615749359131,-6.840615749359131,3.933095693588257,3.933095693588257,-6.840616,3.933096,66,3428,yapıyor,66,2,2,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,7,-6.3571858406066895,-6.3571858406066895,4.484165668487549,4.484165668487549,-6.357186,4.484166,48,3428,yapıyor,48,2,2,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
phase1_control_token_matched_yapmak_1s,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control,control_token_matched_yapmak,1s,3s,False,,Çok acıktım. Bu yüzden kahvaltı ,Çok acıktım. Bu yüzden kahvaltı yapıyorum.,yapıyorum,yapıyor,Çok acıktım. Bu yüzden kahvaltı yapıyor,A_merged,1,yapıyor,3428,7,7,7,6,Çok |  acık | tım | . |  Bu |  yüzden |  kahvaltı |  yapıyor,4886 | 28047 | 1862 | 14 | 517 | 2685 | 9444 | 3428,All six target forms are expected to be single-token forms.,8,-6.332460403442383,-6.332460403442383,4.527540683746338,4.527540683746338,-6.332460,4.527541,52,3428,yapıyor,52,3,3,control_token_matched_yapmak,Control: token-matched yapmak,finite_predicate_control
